peaks minus_1 plus_1
chr2:137813210-137814491 1 0
chr2:137879851-137881132 8 40
chr2:137949159-137950440 3 28
chr2:138082256-138083537 16 1
chr2:138163096-138164377 1 16
chr2:138256239-138257520 2 16
chr2:138290405-138291686 0 0
chr2:138425873-138427154 0 2
chr2:138486226-138487507 1 0
chr2:138511333-138512614 4 6
chr2:138630521-138631802 14 9
chr2:138636858-138638139 3 0
chr2:138695438-138696719 0 3
chr2:138721500-138722781 3 15
chr2:138737411-138738692 27 11
chr2:138765073-138766354 0 0
chr2:138785830-138787111 23 1
chr2:138789112-138790393 16 0
chr2:138815013-138816294 0 28
chr2:138891997-138893278 12 1
chr2:139024110-139025391 5 11
chr2:139091420-139092701 0 28
chr2:139152566-139153847 2 18
chr2:139188552-139189833 0 0
chr2:139203552-139204833 16 2
chr2:139248395-139249676 18 13
chr2:139401814-139403095 20 19
chr2:139446318-139447599 2 27
chr2:139455245-139456526 0 14
chr2:139553139-139554420 3 0
chr2:139565406-139566687 0 0
chr2:139590104-139591385 0 15
chr2:139623869-139625150 1 23
chr2:139704275-139705556 9 2
chr2:139705188-139706469 14 5
chr2:139879893-139881232 7 20
chr2:139984515-139985796 8 5
chr2:139994066-139995347 2 24
chr2:140127005-140128286 0 13
chr2:140137835-140139116 0 11
chr2:140168042-140169323 24 7
chr2:140187391-140189030 26 15
chr2:140447775-140449306 0 18
chr2:140506128-140507409 7 10
chr2:140576191-140577472 5 6
chr2:140593279-140594560 0 3
chr2:140801620-140802901 0 0
chr2:140825065-140826346 1 23
chr2:140831326-140832607 25 21
chr2:141026918-141028199 1 0
chr2:141049825-141051106 0 0
chr2:141078895-141080176 0 0
chr2:141090233-141091514 1 0
chr2:141106122-141107403 3 29
chr2:141128653-141129934 0 15
chr2:141135575-141136856 0 0
chr2:141183735-141185016 2 4
chr2:141257777-141259058 1 6
chr2:141296216-141297497 0 1
chr2:141324558-141325839 2 1
chr2:141458994-141460275 0 2
chr2:141555321-141556602 2 0
chr2:141597333-141598614 1 0
chr2:141651228-141652802 33 33
chr2:141820105-141821386 21 4
chr2:141822370-141823651 2 1
chr2:141897320-141898601 0 0
chr2:141966191-141967472 0 21
chr2:142078967-142080248 1 0
chr2:142399717-142400998 4 17
chr2:142580864-142582145 19 1
chr2:142642611-142643892 0 24
chr2:142670304-142671585 1 26
chr2:142855357-142856638 0 11
chr2:142864690-142865971 0 0
chr2:142888030-142889311 27 5
chr2:142942602-142943883 6 3
chr2:142945073-142946354 22 0
chr2:143137243-143138524 17 7
chr2:143156446-143157727 0 0
chr2:143160131-143161412 0 24
chr2:143252282-143253563 23 16
chr2:143291943-143293224 0 0
chr2:143323869-143325150 22 1
chr2:143373451-143374732 7 41
chr2:143401560-143402841 11 14
chr2:143429784-143431065 0 26
chr2:143688006-143689336 27 1
chr2:143688994-143690275 0 7
chr2:143722612-143724100 14 1
chr2:143828289-143829570 15 1
chr2:143937069-143938350 1 6
chr2:144004521-144005802 4 24
chr2:144032103-144033384 1 12
chr2:144090506-144091787 0 0
chr2:144122457-144123745 11 0
chr2:144208751-144210305 10 20
chr2:144304354-144305635 4 0
chr2:144360528-144361809 1 2
chr2:144418651-144420059 23 1
chr2:144472298-144473579 30 5
chr2:144618159-144619440 18 0
chr2:144642682-144643963 15 0
chr2:144643311-144644592 10 1
chr2:144810587-144811868 0 19
chr2:144831669-144832950 0 19
chr2:144840371-144841762 3 1
chr2:144894555-144895836 2 0
chr2:144907687-144908968 0 4
chr2:144934542-144935823 0 0
chr2:144935906-144937187 0 0
chr2:145025881-145027162 0 1
chr2:145146851-145148132 0 44
chr2:145204405-145205686 4 1
chr2:145261807-145263088 1 9
chr2:145369544-145370825 0 23
chr2:145416851-145418132 6 29
chr2:145424982-145426263 7 1
chr2:145465191-145466472 6 2
chr2:145468614-145469895 2 21
chr2:145505401-145506682 6 0
chr2:145566558-145567839 0 0
chr2:145592440-145593721 27 0
chr2:145648772-145650053 3 26
chr2:145729363-145730644 23 6
chr2:145764087-145766084 58 41
chr2:145792305-145793586 14 0
chr2:145853847-145855128 0 12
chr2:145854556-145855837 1 0
chr2:145899667-145900948 0 16
chr2:145915798-145917079 24 1
chr2:145968844-145970125 0 1
chr2:146041397-146042678 7 3
chr2:146046083-146047364 13 1
chr2:146053987-146055268 5 7
chr2:146068835-146070116 7 32
chr2:146073094-146074375 0 0
chr2:146151981-146153262 0 14
chr2:146170435-146171716 0 4
chr2:146182148-146183429 1 20
chr2:146359356-146360637 0 0
chr2:146440879-146442160 0 18
chr2:146489735-146491016 1 17
chr2:146533367-146534648 24 2
chr2:146556943-146558224 8 15
chr2:146557507-146558788 22 15
chr2:146627035-146628316 2 11
chr2:146629432-146630713 0 7
chr2:146637566-146638847 1 14
chr2:146716946-146718227 8 9
chr2:146784857-146786138 0 28
chr2:146819209-146820490 2 28
chr2:146840697-146841978 0 16
chr2:147080245-147081526 20 6
chr2:147162939-147164220 11 11
chr2:147244734-147246015 4 0
chr2:147266881-147268162 0 14
chr2:147287529-147288810 0 0
chr2:147344616-147346223 26 2
chr2:147365027-147366308 3 10
chr2:147384902-147386183 0 0
chr2:147391402-147392768 1 23
chr2:147447222-147448503 0 27
chr2:147465766-147467047 15 2
chr2:147578622-147579903 0 0
chr2:147709402-147710683 0 22
chr2:147824484-147825765 9 1
chr2:147908105-147909386 12 14
chr2:147939513-147940935 27 11
chr2:148038208-148039497 16 1
chr2:148067706-148068987 24 0
chr2:148076311-148077592 4 0
chr2:148142315-148143596 2 1
chr2:148173343-148174624 15 21
chr2:148192514-148193795 30 2
chr2:148221197-148222529 28 30
chr2:148303065-148304346 0 0
chr2:148361304-148362585 1 22
chr2:148388604-148389885 0 23
chr2:148393878-148395159 0 27
chr2:148399551-148400832 0 2
chr2:148467341-148468622 0 0
chr2:148484091-148485372 2 2
chr2:148555392-148556673 0 4
chr2:148629602-148630883 0 0
chr2:148653376-148655017 21 10
chr2:148747033-148748314 2 28
chr2:148764902-148766183 8 0
chr2:148777846-148779127 7 2
chr2:148862962-148864243 0 0
chr2:148958248-148959529 0 37
chr2:149016105-149017886 101 47
chr2:149061614-149062895 0 36
chr2:149096484-149097765 5 28
chr2:149179435-149180716 0 29
chr2:149297087-149298368 8 2
chr2:149302427-149303708 17 4
chr2:149311263-149312544 0 0
chr2:149408761-149410042 0 0
chr2:149468192-149469473 0 22
chr2:149571341-149572622 10 13
chr2:149630027-149631308 1 30
chr2:149642974-149644255 10 49
chr2:149646608-149647889 5 2
chr2:149666833-149668114 2 6
chr2:149684195-149685476 19 6
chr2:149687513-149688794 18 14
chr2:149797817-149799098 1 3
chr2:149801967-149803248 0 0
chr2:149934315-149935596 0 1
chr2:150077329-150078610 1 6
chr2:150098884-150100165 1 0
chr2:150180775-150182056 32 0
chr2:150210574-150211855 0 2
chr2:150249479-150250760 3 0
chr2:150254043-150255324 0 25
chr2:150278337-150279939 49 59
chr2:150326808-150328089 2 24
chr2:150379738-150381019 0 19
chr2:150443639-150444992 44 11
chr2:150499462-150500743 29 13
chr2:150551462-150552743 0 22
chr2:150588604-150589885 33 19
chr2:150595948-150597229 2 7
chr2:150713397-150714678 5 0
chr2:150734027-150735308 31 10
chr2:150750407-150751688 0 20
chr2:150755178-150756459 0 23
chr2:150809194-150810475 4 17
chr2:150852668-150853949 1 5
chr2:150908592-150909873 1 0
chr2:151004238-151005519 8 1
chr2:151104479-151105760 6 26
chr2:151130854-151132135 0 43
chr2:151149380-151150661 2 1
chr2:151149987-151151268 4 4
chr2:151165804-151167085 10 11
chr2:151181465-151182746 0 4
chr2:151305736-151307017 35 37
chr2:151396361-151397642 1 6
chr2:151397289-151398570 10 9
chr2:151397988-151399269 2 8
chr2:151405598-151406879 0 0
chr2:151476891-151478172 1 4
chr2:151477816-151479097 26 11
chr2:151499578-151500859 1 37
chr2:151519208-151520489 14 6
chr2:151522606-151523887 0 9
chr2:151691200-151692481 0 0
chr2:151706658-151707939 14 1
chr2:151726486-151727767 1 0
chr2:151728202-151729483 1 7
chr2:151734440-151735721 20 15
chr2:151734926-151736207 20 15
chr2:151743011-151744292 24 0
chr2:151881111-151882392 0 50
chr2:151973778-151975059 2 20
chr2:152052705-152053986 0 18
chr2:152117699-152118980 36 2
chr2:152120767-152122048 0 12
chr2:152213183-152214464 0 2
chr2:152220297-152221578 15 7
chr2:152251509-152252826 31 16
chr2:152375762-152377043 0 1
chr2:152380440-152381721 3 11
chr2:152423888-152425169 0 1
chr2:152426286-152427567 3 31
chr2:152486635-152487918 13 2
chr2:152499751-152501032 12 0
chr2:152520480-152522085 9 8
chr2:152521272-152522647 14 25
chr2:152543740-152545021 10 23
chr2:152560819-152562100 2 10
chr2:152599383-152600664 19 2
chr2:152622751-152624032 7 14
chr2:152699547-152701002 11 22
chr2:152726262-152727543 8 3
chr2:152739187-152740468 5 4
chr2:152768811-152770092 24 2
chr2:152792743-152794024 0 0
chr2:152855752-152857033 4 4
chr2:152947808-152949089 0 1
chr2:152954210-152955491 3 1
chr2:153056619-153058063 31 15
chr2:153084126-153085407 23 2
chr2:153241162-153242443 2 19
chr2:153265615-153266896 2 14
chr2:153266013-153267294 1 13
chr2:153377838-153379119 1 21
chr2:153386257-153387538 12 0
chr2:153436560-153437841 36 0
chr2:153473877-153475158 0 7
chr2:153474984-153476265 1 8
chr2:153476442-153477723 3 9
chr2:153501627-153502908 5 0
chr2:153502932-153504213 6 3
chr2:153543035-153544316 0 23
chr2:153550742-153552023 0 0
chr2:153557605-153558886 12 13
chr2:153573669-153574950 1 30
chr2:153614930-153616211 0 0
chr2:153660074-153661355 23 4
chr2:153702989-153704270 8 16
chr2:153744815-153746096 0 0
chr2:153772497-153773778 0 22
chr2:153812637-153813918 6 31
chr2:153920327-153921608 9 20
chr2:153935012-153936293 1 1
chr2:154077907-154079188 0 16
chr2:154303925-154305206 4 1
chr2:154326651-154327932 0 0
chr2:154364284-154365565 5 2
chr2:154364972-154366253 9 39
chr2:154405684-154406965 9 0
chr2:154448845-154450315 65 22
chr2:154680108-154681389 6 0
chr2:154841147-154842428 0 23
chr2:154885027-154886308 0 0
chr2:154956386-154957667 0 6
chr2:154982106-154983387 1 0
chr2:155097507-155098788 12 3
chr2:155303763-155305044 6 8
chr2:155312802-155314083 22 1
chr2:155382466-155383747 12 0
chr2:155422174-155423455 5 2
chr2:155491181-155492462 0 25
chr2:155496671-155497952 8 24
chr2:155547548-155548829 1 2
chr2:155725683-155726964 0 0
chr2:155871307-155872588 20 0
chr2:155955652-155956933 58 6
chr2:155956124-155957577 82 7
chr2:156007558-156008839 0 8
chr2:156087088-156088486 5 21
chr2:156207595-156208876 2 0
chr2:156210025-156211306 0 18
chr2:156259606-156260887 0 0
chr2:156273821-156275102 10 4
chr2:156378696-156379977 14 0
chr2:156397158-156398439 4 1
chr2:156428904-156430185 0 25
chr2:156480652-156482243 0 15
chr2:156486453-156487734 1 16
chr2:156559239-156560520 0 0
chr2:156604067-156605348 11 49
chr2:156710103-156711384 0 9
chr2:156736007-156737404 62 42
chr2:156809269-156810550 0 23
chr2:156821784-156823356 16 8
chr2:156881341-156882622 0 2
chr2:156894959-156896240 1 31
chr2:156939739-156941530 146 29
chr2:156947109-156948390 15 0
chr2:157024515-157025796 0 2
chr2:157063276-157064557 13 2
chr2:157188709-157189990 7 38
chr2:157386813-157388094 0 1
chr2:157439344-157440625 2 4
chr2:157452427-157453708 29 0
chr2:157469991-157471272 0 0
chr2:157472971-157474252 3 4
chr2:157514508-157515789 0 5
chr2:157564009-157565290 4 46
chr2:157570937-157572218 10 2
chr2:157579812-157581093 0 0
chr2:157621756-157623037 0 3
chr2:157798086-157799367 0 0
chr2:157888087-157889434 19 15
chr2:157932994-157934275 2 0
chr2:158000016-158001297 23 6
chr2:158010098-158011379 0 2
chr2:158102162-158103937 72 57
chr2:158154819-158156100 1 5
chr2:158167348-158168826 0 18
chr2:158181205-158182486 10 13
chr2:158259633-158260914 13 25
chr2:158336114-158337527 5 5
chr2:158343343-158344624 5 1
chr2:158389643-158390924 18 5
chr2:158406395-158407676 7 4
chr2:158416657-158417938 0 1
chr2:158422265-158423806 12 1
chr2:158437753-158439034 6 7
chr2:158548729-158550010 5 18
chr2:158582209-158583490 0 25
chr2:158589982-158591263 4 23
chr2:158607842-158609239 26 12
chr2:158632692-158633973 0 19
chr2:158637090-158638371 8 0
chr2:158694873-158696154 12 1
chr2:158796038-158797503 25 28
chr2:158917024-158918305 19 1
chr2:159001126-159002407 5 11
chr2:159010312-159011953 35 4
chr2:159047753-159049159 5 21
chr2:159133988-159135467 37 26
chr2:159207118-159208463 6 0
chr2:159333720-159335001 4 4
chr2:159361509-159362790 11 5
chr2:159374171-159375452 11 0
chr2:159500142-159501423 11 0
chr2:159500551-159502044 25 9
chr2:159556064-159557345 3 7
chr2:159571921-159573202 0 11
chr2:159586710-159587991 32 7
chr2:159609408-159610689 1 12
chr2:159613359-159614640 4 36
chr2:159637718-159639012 27 13
chr2:159703041-159704322 6 3
chr2:159974028-159975309 0 14
chr2:159985922-159987203 36 0
chr2:159987206-159988487 7 10
chr2:160004321-160005602 4 1
chr2:160066645-160067926 9 0
chr2:160081627-160082908 39 7
chr2:160085519-160086800 11 8
chr2:160205694-160207133 58 45
chr2:160212184-160213465 3 4
chr2:160248727-160250008 2 0
chr2:160268466-160269747 9 4
chr2:160294479-160295760 1 2
chr2:160404979-160406260 37 0
chr2:160471730-160473267 19 52
chr2:160480138-160481419 5 18
chr2:160493647-160494928 13 20
chr2:160494250-160495531 14 47
chr2:160540484-160541765 1 8
chr2:160604524-160605805 6 7
chr2:160654339-160655620 0 11
chr2:160698463-160699744 11 0
chr2:160710526-160711807 0 0
chr2:160741645-160742926 1 3
chr2:160844601-160845882 8 0
chr2:160892291-160893572 1 0
chr2:160901503-160902784 3 3
chr2:160919244-160920525 27 0
chr2:161064066-161065347 18 12
chr2:161077742-161079023 5 15
chr2:161097610-161098891 2 2
chr2:161126190-161127591 22 16
chr2:161135771-161137052 1 0
chr2:161411397-161412678 6 3
chr2:161528394-161529675 0 0
chr2:161552047-161553328 5 0
chr2:161572105-161573386 1 44
chr2:161574044-161575325 0 26
chr2:161639806-161641087 11 0
chr2:161671324-161672605 1 0
chr2:161850653-161851934 5 35
chr2:161858157-161859438 2 7
chr2:162016675-162018050 29 13
chr2:162026907-162028188 1 15
chr2:162053539-162054820 0 8
chr2:162091233-162092514 7 0
chr2:162093153-162094434 45 15
chr2:162102497-162103778 11 4
chr2:162160081-162161362 7 1
chr2:162274506-162275787 6 2
chr2:162279519-162280800 4 29
chr2:162281561-162282842 1 14
chr2:162330405-162331686 0 2
chr2:162589518-162590799 0 0
chr2:162626762-162628043 0 1
chr2:162769826-162771107 16 1
chr2:162825882-162827163 0 19
chr2:162929856-162931137 6 0
chr2:162931044-162932325 4 0
chr2:162948985-162950613 29 28
chr2:162957151-162958432 0 1
chr2:162974649-162975930 7 4
chr2:162982904-162984426 0 0
chr2:163019458-163020974 11 21
chr2:163090837-163092118 10 54
chr2:163141004-163142285 5 0
chr2:163174921-163176490 26 4
chr2:163346314-163347780 9 9
chr2:163360833-163362114 0 0
chr2:163372127-163373408 0 0
chr2:163386840-163388121 20 0
chr2:163408756-163410037 8 11
chr2:163653298-163654579 0 0
chr2:163694560-163695997 15 29
chr2:163782709-163783990 6 15
chr2:163810996-163812277 0 4
chr2:163897645-163898926 1 0
chr2:163915173-163916454 16 0
chr2:163949207-163950488 0 7
chr2:163953310-163954591 0 1
chr2:163986549-163987830 0 0
chr2:163995196-163996477 0 34
chr2:164030325-164031606 5 0
chr2:164066158-164067439 1 1
chr2:164120572-164121853 0 6
chr2:164142026-164143307 22 1
chr2:164174133-164175414 0 29
chr2:164301789-164303070 4 0
chr2:164350566-164351847 0 19
chr2:164382878-164384159 0 0
chr2:164466685-164467966 4 24
chr2:164467609-164468890 25 11
chr2:164482375-164483656 12 2
chr2:164510645-164511926 0 15
chr2:164580145-164581426 0 1
chr2:164607621-164609138 12 0
chr2:164627110-164628391 5 2
chr2:164627593-164628922 7 6
chr2:164683319-164684600 5 6
chr2:164804951-164806232 0 0
chr2:164809290-164810571 18 0
chr2:164809959-164811240 6 0
chr2:164821771-164823052 2 0
chr2:164992068-164993349 8 0
chr2:165108777-165110058 14 0
chr2:165190711-165191992 0 22
chr2:165259595-165260876 11 2
chr2:165364338-165365930 10 3
chr2:165370635-165371973 54 47
chr2:165454983-165456264 0 0
chr2:165556616-165557897 5 1
chr2:165559307-165560588 0 0
chr2:165573650-165574931 1 0
chr2:165575914-165577195 0 2
chr2:165635592-165636874 42 2
chr2:165695778-165697059 6 10
chr2:165816236-165817517 1 5
chr2:165824481-165826185 45 9
chr2:165850142-165851423 15 11
chr2:165993810-165995091 0 0
chr2:166138005-166139286 21 5
chr2:166179119-166180400 9 19
chr2:166262082-166263363 2 17
chr2:166302490-166303771 7 5
chr2:166317407-166318688 8 2
chr2:166387749-166389030 5 2
chr2:166446933-166448214 17 1
chr2:166535140-166536421 4 8
chr2:166542422-166543703 1 16
chr2:166614677-166615958 2 2
chr2:166642125-166643406 0 0
chr2:166650326-166651607 7 17
chr2:166748630-166749911 5 2
chr2:166753929-166755210 0 6
chr2:166899715-166900996 24 5
chr2:166908708-166909989 5 1
chr2:167095637-167096918 8 6
chr2:167107966-167109247 27 0
chr2:167267194-167268480 12 16
chr2:167300921-167302202 10 6
chr2:167448255-167449536 1 0
chr2:167466755-167468036 8 32
chr2:167586001-167587282 0 10
chr2:167594950-167596231 7 4
chr2:167643698-167644979 0 1
chr2:167733751-167735032 0 3
chr2:167756893-167758174 0 0
chr2:167759601-167760882 6 0
chr2:167777676-167778957 11 0
chr2:167779821-167781102 0 11
chr2:167808839-167810120 17 27
chr2:167820131-167821412 1 13
chr2:167978376-167979657 2 0
chr2:167996775-167998091 39 57
chr2:168097746-168099027 8 0
chr2:168103415-168104696 0 10
chr2:168105920-168107201 0 0
chr2:168106939-168108220 13 1
chr2:168107535-168108816 1 0
chr2:168113216-168114497 0 8
chr2:168117649-168118930 0 0
chr2:168241240-168242521 0 0
chr2:168244915-168246196 0 28
chr2:168414534-168415913 23 4
chr2:168511792-168513073 0 22
chr2:168700119-168701400 1 0
chr2:168700651-168702232 37 7
chr2:168705318-168706599 1 2
chr2:168747504-168748785 6 31
chr2:168764516-168765797 3 18
chr2:168771059-168772340 0 8
chr2:168797193-168798519 3 33
chr2:168848981-168850262 2 33
chr2:168867151-168868432 1 5
chr2:168885878-168887159 3 5
chr2:169057885-169059166 0 1
chr2:169059649-169060930 9 6
chr2:169067275-169068628 46 116
chr2:169179987-169181268 7 5
chr2:169254023-169255304 0 17
chr2:169284421-169285816 20 5
chr2:169385097-169386378 0 9
chr2:169553377-169554658 3 0
chr2:169570505-169571786 2 10
chr2:169623538-169624819 0 0
chr2:169658413-169659694 18 1
chr2:169791653-169792934 18 16
chr2:169792163-169793444 8 5
chr2:169811361-169812642 0 7
chr2:169874548-169875829 2 8
chr2:169925358-169926782 21 10
chr2:169948055-169949336 0 1
chr2:169984741-169986022 2 8
chr2:169994554-169995835 4 6
chr2:169995095-169996376 20 12
chr2:170147146-170148427 5 21
chr2:170202185-170203466 0 0
chr2:170363819-170365100 18 2
chr2:170366521-170367818 17 47
chr2:170587900-170589181 0 3
chr2:170623624-170624905 0 37
chr2:170632741-170634022 0 1
chr2:170649053-170650334 0 16
chr2:170654337-170655618 0 9
chr2:170698334-170699615 43 40
chr2:170809903-170811190 20 33
chr2:170931427-170932708 1 1
chr2:170997567-170998848 8 20
chr2:171064189-171065470 2 0
chr2:171077646-171079066 24 1
chr2:171162523-171163804 0 18
chr2:171168009-171169290 4 52
chr2:171177522-171178803 0 2
chr2:171257801-171259082 1 6
chr2:171263627-171264908 0 15
chr2:171268982-171270263 1 0
chr2:171297821-171299102 12 6
chr2:171331786-171333067 17 0
chr2:171349775-171351056 18 5
chr2:171354461-171355742 22 0
chr2:171444968-171446249 2 12
chr2:171584213-171585494 0 26
chr2:171588480-171589761 0 2
chr2:171632861-171634142 2 0
chr2:171701303-171702584 0 16
chr2:171770442-171771723 2 16
